Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::pair<Coordinate const ,Tile>::pair<Coordinate const ,Tile><std::tuple<Coordinate const &>,std::tuple<>,0>",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Lbound<Coordinate>",153,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"Structure_Template::~Structure_Template","2,501",0.15,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Myproxy","1,056",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,bool>::pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,bool><std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,bool,0>",602,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >","20,219",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::operator[]",600,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Compare","1,016",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::size","1,488",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::size","1,259",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myend","1,080",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::max_size",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Alloc_proxy",176,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Buynode0",153,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>,1>::_Get_first","17,279",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Umove_if_noexcept1",216,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::basic_string<char,std::char_traits<char>,std::allocator<char> > &>","15,865",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"__stdio_common_vsprintf",39,0.00,0.00,0.00,0.00,"ucrtbased.dll",
"std::_Default_allocator_traits<std::allocator<char> >::max_size","12,610",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::distance<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >","1,224",0.07,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Process_Next_Goal",605,1.68,0.00,0.23,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Erase",154,0.00,0.00,0.16,0.00,"Project_Valerian.exe",
"std::forward<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","13,037",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>,1>::_Get_first","10,010",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",160,5.07,0.00,2.68,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Emplace_back_with_unused_capacity<Coordinate const &>",139,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Get_data","1,531",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::max_size",480,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::push_back","1,765",2.01,0.00,0.10,0.00,"Project_Valerian.exe",
"Game_Library::is_floor","22,764",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::emplace_hint<std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",602,0.13,0.00,0.02,0.00,"Project_Valerian.exe",
"AI_Stats_Component::AI_Stats_Component",606,0.06,0.00,0.01,0.00,"Project_Valerian.exe",
"AI_Job_Component::Update",605,1.68,0.00,0.24,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1>::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1><>",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Adjust_Multisprite_To_Surroundings","4,913",0.79,0.00,0.01,0.00,"Project_Valerian.exe",
"Scene_Graph::Check_Tile_Placement",604,0.30,0.00,0.04,0.00,"Project_Valerian.exe",
"std::char_traits<char>::to_char_type","9,463",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Check_For_Messages",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Fetch_Tile_Object_Config","3,733",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0>::_Kfn<Coordinate const ,bool>","17,949",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"U8_charcpy",475,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::size",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > const >","10,854",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_second","13,513",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Entity_Stats::Entity_Stats",608,0.06,0.00,0.01,0.00,"Project_Valerian.exe",
"Render_Component::Draw_Overlays","1,105",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Assign_rv_contents","2,258",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Change_array",216,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Mylast",766,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Tidy",176,6.44,0.00,3.09,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >::operator--",553,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1>::_Get_first","8,322",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >",604,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Message_Stream::UI_Component_Message_Stream",8,0.06,0.00,0.61,0.01,"Project_Valerian.exe",
"Render_Component::Clear_Sprite","1,897",0.15,0.00,0.01,0.00,"Project_Valerian.exe",
"std::forward<bool>","9,057",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myproxy",774,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Alloc_proxy",129,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Collect_Bus_Messages",1,18.35,0.00,"1,551.31",0.09,"Project_Valerian.exe",
"std::tuple<Coordinate const &>::tuple<Coordinate const &><Coordinate const &,0>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::__autoclassinit2","2,601",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_guard_check_icall_nop","12,824",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Global_Service_Locator::get_Draw_System_Pointer","12,135",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Mylast",781,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","7,594",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Orphan_range","1,111",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unchecked<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *>","12,434",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward_as_tuple<Coordinate const &>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Movement_Component::AI_Movement_Component",608,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Get_data","1,089",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_DefaultRenderCallback",74,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Buy",160,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >",339,0.03,0.00,0.01,0.00,"Project_Valerian.exe",
"Custom_Message::`default constructor closure'","1,000",0.10,0.00,0.01,0.00,"Project_Valerian.exe",
"std::char_traits<char>::eof","9,612",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > >::~pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > >","5,427",0.09,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Distance1<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >","1,224",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::equal_range","1,224",0.21,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_second","9,625",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::Structure_Template",687,0.04,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::emplace_back<int>",600,0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::end",307,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Insert_at<std::pair<Coordinate const ,bool> &,std::_Tree_node<std::pair<Coordinate const ,bool>,void *> *>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_node<std::pair<Coordinate const ,Tile>,void *>::_Freenode0<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >",603,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Buynode<std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",153,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_PackGlyphData",475,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Movement_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > &>","10,854",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<Coordinate const ,Tile>::pair<Coordinate const ,Tile><Coordinate const &>",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Initialize_Dedicated_Multisprite",368,0.67,0.00,0.15,0.00,"Project_Valerian.exe",
"std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >::allocate",603,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_MapInsert",475,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::Update",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Myfirst",656,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Free_proxy",176,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Myend",563,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Get_data","1,485",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::pair<Coordinate const ,Tile> >","10,108",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"U8_next",475,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Container_base12::_Swap_all","1,044",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::is_door","15,159",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::max_size",262,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pocma<std::allocator<char> >","2,258",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Core::operator=",760,0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Update",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Draw_With_Multi_Clip",368,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Spritesheet::Add_Sprite_Instructions",886,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","7,790",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Message_Stream::operator=",7,0.05,0.00,0.57,0.01,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Destroy",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myend",555,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Action_Assess_External",1,1.68,0.00,141.96,0.06,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Getal","1,251",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > &>","8,302",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::allocator<char> &>","7,971",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Calculate_growth",216,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >","3,216",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Draw_Primitives",3,0.00,0.00,0.02,0.02,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator++",472,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Getal",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::operator=",635,0.04,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> > >::construct<std::pair<Coordinate const ,bool>,std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Action_Triage",605,1.68,0.00,0.23,0.00,"Project_Valerian.exe",
"AI_Item_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_copy<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",160,5.05,0.00,2.67,0.00,"Project_Valerian.exe",
"?_Getcat@?$codecvt@DDU_Mbstatet@@@std@@SAIPAPBVfacet@locale@2@PBV42@@Z",1,0.00,0.00,0.06,0.06,"MSVCP140D.dll",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Free_proxy",129,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Load_Entity_Templates",1,13.25,0.00,"1,120.58",0.05,"Project_Valerian.exe",
"std::forward_as_tuple<>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Convert_size<unsigned int>","7,956",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::vector<Tile_Queue,std::allocator<Tile_Queue> >",608,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >::deallocate",603,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Text_Instruction::Text_Instruction",500,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Getpfirst",384,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tuple_val<Coordinate const &>::_Tuple_val<Coordinate const &><Coordinate const &>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::operator[]",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Add_Sprite_Render_Job_To_Render_Cycle",518,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Myfirst",406,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::lower_bound",153,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Get_data","1,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<char *>","4,540",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Myend",360,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Release","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Getal",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > &>","6,720",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
