Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::_Default_allocator_traits<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::destroy<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >","3,699",3.75,0.00,0.12,0.00,"Project_Valerian.exe",
"std::addressof<std::pair<Coordinate const ,Tile> >","11,967",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Adjust_Multisprite_To_Surroundings","4,913",0.63,0.00,0.02,0.00,"Project_Valerian.exe",
"Render_Component::Build_Wall_Multisprite","1,897",0.54,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>,1>::_Get_first","11,869",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"U8_charcpy",475,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > &>","10,854",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_second","9,625",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::~Structure_Template","2,501",0.13,0.00,0.01,0.00,"Project_Valerian.exe",
"main_getcmdline",1,98.67,0.00,"11,670.30",0.34,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > const >","10,854",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Item_Component::AI_Item_Component",608,0.30,0.00,0.06,0.00,"Project_Valerian.exe",
"FC_CreateSurface32",5,0.00,0.00,0.07,0.07,"Project_Valerian.exe",
"FC_MakeScale","5,610",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::`scalar deleting destructor'","3,699",3.75,0.00,0.12,0.00,"Project_Valerian.exe",
"sqrt<int,void>",5,0.00,0.00,0.07,0.07,"Project_Valerian.exe",
"Draw_System::Add_Primitive_To_Render_Cycle","4,240",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Get_Structure_Type","3,771",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::Structure_Template","2,422",0.12,0.00,0.01,0.00,"Project_Valerian.exe",
"Draw_System::Draw_Text_Strings",330,0.21,0.00,0.07,0.00,"Project_Valerian.exe",
"std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","3,895",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator!=","3,392",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >::operator++","2,867",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<char> >::construct<char *,char * const &>","2,785",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::equal_range","2,448",0.24,0.00,0.01,0.00,"Project_Valerian.exe",
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","7,790",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Emplace_reallocate<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >",654,0.64,0.00,0.12,0.00,"Project_Valerian.exe",
"std::allocator<char>::allocate","2,824",0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1>::_Get_first","8,322",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator==","4,310",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Mylast","3,435",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<bool>","10,951",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > ><std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > &,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > &,0>","2,448",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z",1,0.00,0.00,0.56,0.29,"MSVCP140D.dll",
"Object_Service_Locator::Register_Pointer",613,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::emplace_back<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","1,765",0.73,0.00,0.05,0.00,"Project_Valerian.exe",
"std::_Unfancy<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >","7,398",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Insert_at<std::pair<Coordinate const ,Tile> &,std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> *>",661,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Fetch_Tile_Object_Config","4,604",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","7,594",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::__autoclassinit2","5,202",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_MakeRect","5,610",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >","6,432",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Alloc_proxy",617,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"?put@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@D@Z",1,0.00,0.00,0.27,0.27,"MSVCP140D.dll",
"Game_Library::Query_Vector_Table",160,3.76,0.00,2.78,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Buynode0",661,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > &>","9,984",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::distance<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >","2,448",0.08,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myfirst","2,820",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Core::Message_Core","1,963",0.12,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Pocma<std::allocator<char> >","2,439",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Reallocate_for<<lambda_9366063389c5f42a00a5088cf24e69de>,char const *>",420,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Insert_hint<std::pair<Coordinate const ,bool> &,std::_Tree_node<std::pair<Coordinate const ,bool>,void *> *>",306,0.02,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Orphan_range","1,111",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Container_base12::_Swap_all","1,048",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Root","6,465",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Draw_Entity_Animation_Component","1,320",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::`default constructor closure'","3,000",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"LTimer::getTicks",165,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::AI_Job_Component",606,0.10,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Get_data","2,935",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Convert_size<unsigned int>","8,311",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Object","3,616",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > &>","6,720",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::allocator<char> &>","8,152",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Destroy_range1<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",422,3.75,0.00,1.05,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Myproxy","1,863",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Get_second","8,301",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Stamp_Room_From_Array",1,11.51,0.00,"1,361.90",0.23,"Project_Valerian.exe",
"std::getline<char,std::char_traits<char>,std::allocator<char> >",106,1.99,0.00,2.23,0.00,"Project_Valerian.exe",
"std::addressof<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const >","8,165",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pocca<std::allocator<char> >","8,165",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Erase",662,0.01,0.00,1.49,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Mylast","2,136",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Get_data","2,621",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<char>::deallocate","2,456",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"Custom_Message::~Custom_Message","1,941",0.08,0.00,0.00,0.00,"Project_Valerian.exe",
"Path_Field::pathFind",2,0.77,0.00,45.73,0.10,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Change_array",654,0.18,0.00,0.03,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::push_back","1,765",0.73,0.00,0.05,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Get_data","3,062",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Getal","1,987",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_String_alloc<std::_String_base_types<char,std::allocator<char> > >::_Swap_all",624,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Return_Tiles_Without_Leaks",306,2.92,0.00,172.80,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Calculate_growth",653,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Clear_Sprite","1,897",0.12,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >",654,0.20,0.00,0.04,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >::construct<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> *,std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> * &>","1,986",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Core::~Message_Core","1,963",0.08,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<char *>","5,202",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myfirst","2,016",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_chkstk",950,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Buynode<std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",661,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Has_unused_capacity","1,765",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Tile_Is_Wall_Or_Closed_Door","1,504",1.00,0.00,0.08,0.00,"Project_Valerian.exe",
"?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEDD@Z",107,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Assign_rv_contents","2,439",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unused_parameter::_Unused_parameter<std::integral_constant<bool,1> >","4,476",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> *>","3,972",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >::construct<std::pair<Coordinate const ,Tile>,std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",661,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Get_data","3,514",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Compare","2,032",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"UI::Update",166,1.19,0.00,0.85,0.00,"Project_Valerian.exe",
"std::_Get_size_of_n<28>","4,518",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Get_second","5,616",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_node<std::pair<Coordinate const ,Tile>,void *>::_Freenode0<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >",662,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::operator[]","1,224",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<Coordinate const ,Tile>::pair<Coordinate const ,Tile><std::tuple<Coordinate const &>,std::tuple<>,0>",661,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pocma<std::allocator<char> >","2,439",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Release","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::emplace_hint<std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",661,0.10,0.00,0.02,0.00,"Project_Valerian.exe",
"Render_Component::Draw_With_Complex_Entity_Animation",330,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::max_size","4,864",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Distance1<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >","2,448",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::size","1,488",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_copy_al_unchecked<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",160,4.74,0.00,3.50,0.00,"Project_Valerian.exe",
"std::map<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> > >::_Try_emplace<Coordinate const &>",306,0.06,0.00,0.02,0.00,"Project_Valerian.exe",
"std::forward<Coordinate const &>","5,753",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Rechecked<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> > *>","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Get_data","2,178",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::size","1,259",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Graphic_Button::Draw",996,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Getal","1,755",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Get_data","2,724",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Action_Assess_External",278,2.98,0.00,1.27,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Mylast","1,562",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Mylast","1,284",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Ptr_copy_cat<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","3,458",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >","3,895",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Get_data","2,420",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Lbound<Coordinate>",306,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Myfirst","1,279",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Update_Tile_Map",603,0.24,0.00,0.05,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Mylast","1,630",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_const_iterator<std::_Vector_val<std::_Simple_types<node> > >::_Vector_const_iterator<std::_Vector_val<std::_Simple_types<node> > >",592,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1>::_Get_second","2,935",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Reallocate_grow_by<<lambda_15711c68e099a15a58f4d77303cb286d>,char>",233,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"std::tuple<Coordinate const &>::tuple<Coordinate const &><std::_Exact_args_t,Coordinate const &,0>",967,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::operator=","1,600",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::_Getpfirst","1,111",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Get_data","2,550",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Myfirst","1,302",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >",615,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Getal","1,251",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Emplace_back_with_unused_capacity<int>",384,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Calculate_growth",654,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Mylast","1,322",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::_Swap_all",339,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Mylast","1,532",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::Structure_Template",687,0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Umove_if_noexcept1",654,0.20,0.00,0.04,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::begin",663,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
