Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::_Default_allocator_traits<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::construct<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > &>","3,360",5.95,0.00,0.15,0.00,"Project_Valerian.exe",
"std::_Unfancy<char>","15,616",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::~_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","4,210",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Array::Add_Custom_Message",760,0.23,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Alloc_proxy",608,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Reallocate_for<<lambda_9366063389c5f42a00a5088cf24e69de>,char const *>",420,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Get_data","5,568",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>,1>::_Get_second","15,535",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::deallocate","4,210",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::__autoclassinit2","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>::_Get_second","14,933",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::emplace_back<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","1,765",2.57,0.00,0.12,0.00,"Project_Valerian.exe",
"Object::Object","3,611",0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::Structure_Template","2,422",0.18,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Mylast","3,387",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::~_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >","11,174",0.09,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Buynode0",602,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::basic_string<char,std::char_traits<char>,std::allocator<char> > &>","15,865",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >",654,1.90,0.00,0.24,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<char> >::construct<char *,char * const &>","2,455",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pocma<std::allocator<char> >","2,258",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<char> >::max_size","12,610",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Get_Structure_Type","3,018",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::stoi","3,584",0.04,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Insert_at<std::pair<Coordinate const ,Tile> &,std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> *>",602,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::is_floor","22,764",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Core::Message_Core","1,782",0.18,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::destroy<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >","3,699",8.12,0.00,0.18,0.00,"Project_Valerian.exe",
"std::forward<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","13,037",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myfirst","2,724",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pocca<std::allocator<char> >","2,539",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Update",605,1.36,0.00,0.19,0.00,"Project_Valerian.exe",
"std::_Destroy_range1<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",422,8.13,0.00,1.60,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Calculate_growth",653,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","3,895",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Emplace_back_with_unused_capacity<int>",384,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>","7,650",0.07,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >::operator++","2,867",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::`scalar deleting destructor'","3,699",8.12,0.00,0.18,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Change_array",654,0.28,0.00,0.04,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > >::~pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > >","5,427",0.89,0.00,0.01,0.00,"Project_Valerian.exe",
"Game_Library::Create_Room_From_Data_File",1,2.01,0.00,166.97,0.27,"Project_Valerian.exe",
"Scene_Graph::Stamp_Room_From_Array",1,14.82,0.00,"1,232.10",0.26,"Project_Valerian.exe",
"std::char_traits<char>::eof","9,612",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<char>::allocate","2,494",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::char_traits<char>::to_char_type","9,463",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unchecked<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *>","12,434",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_second","13,513",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>,1>::_Get_first","10,010",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Has_unused_capacity","1,765",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_String_alloc<std::_String_base_types<char,std::allocator<char> > >::_Swap_all",624,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Mylast","2,136",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >::construct<std::pair<Coordinate const ,Tile>,std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",602,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Assign_rv_contents","2,258",0.04,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Buynode<std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",602,0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Draw","1,105",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Myfirst","1,992",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::`default constructor closure'","3,000",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Fetch_Tile_Object_Config","3,733",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Orphan_range","1,111",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Global_Service_Locator::get_Draw_System_Pointer","12,135",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Myproxy","1,824",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > const >","10,854",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::operator[]","1,224",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::pair<Coordinate const ,Tile> >","9,506",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > &>","10,854",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Adjust_Multisprite_To_Surroundings","4,806",2.56,0.00,0.04,0.00,"Project_Valerian.exe",
"_guard_check_icall_nop","10,925",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::is_door","15,159",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Draw_Overlays","1,105",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >::construct<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> *,std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> * &>","1,809",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Get_data","2,619",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>,1>::_Get_first","17,279",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Reallocate_grow_by<<lambda_15711c68e099a15a58f4d77303cb286d>,char>",233,0.02,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator==","2,155",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Container_base12::_Swap_all","1,044",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator!=","1,696",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Structure_Template::~Structure_Template","2,451",0.76,0.00,0.03,0.00,"Project_Valerian.exe",
"?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEDD@Z",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Pocma<std::allocator<char> >","2,258",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Orphan_all",426,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > ><std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > &,std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > &,0>","1,224",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Insert_hint<std::pair<Coordinate const ,bool> &,std::_Tree_node<std::pair<Coordinate const ,bool>,void *> *>",153,0.02,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Convert_size<unsigned int>","7,956",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Get_data","2,432",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_second","9,625",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::_Getpfirst","1,111",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Clear_Sprite","1,897",0.19,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::push_back","1,765",2.58,0.00,0.12,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Root","6,404",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::allocator<char> &>","7,971",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> > >::construct<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> *,std::_Tree_node<std::pair<Coordinate const ,bool>,void *> * &>",462,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::AI_Job_Component",606,0.14,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0>::_Kfn<Coordinate const ,bool>","17,949",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::count","1,224",0.31,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1>::_Get_first","8,322",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"`eh vector destructor iterator'",110,0.08,0.00,0.06,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::operator=","1,600",0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_copy_al_unchecked<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",160,5.96,0.00,3.10,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Myfirst","1,278",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","7,790",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >",608,0.02,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<bool>","9,057",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Myfirst","1,298",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Calculate_growth",654,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::emplace_hint<std::piecewise_construct_t const &,std::tuple<Coordinate const &>,std::tuple<> >",602,0.15,0.00,0.02,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > &>","8,302",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Mylast","1,284",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Mylast","1,322",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Update_Tile_Map",603,0.36,0.00,0.05,0.00,"Project_Valerian.exe",
"std::allocator<char>::deallocate","2,107",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::size","1,259",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"__stdio_common_vsprintf",39,0.00,0.00,0.00,0.00,"ucrtbased.dll",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Release","4,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::begin",601,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Get_data","1,531",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Myproxy","1,056",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::tuple<Coordinate const &>::tuple<Coordinate const &><std::_Exact_args_t,Coordinate const &,0>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::_Swap_all",339,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Entity_Stats::Entity_Stats",608,0.06,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Distance1<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >","1,224",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Getal","1,206",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Emplace_reallocate<int>",216,0.02,0.00,0.01,0.00,"Project_Valerian.exe",
"Scene_Graph::Return_Tiles_Without_Leaks",153,1.31,0.00,109.03,0.00,"Project_Valerian.exe",
"std::_Unfancy<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >","7,398",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Umove_if_noexcept1",654,1.90,0.00,0.24,0.00,"Project_Valerian.exe",
"AI_Job_Component::Check_For_Messages",583,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<char *>","4,523",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","7,594",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Movement_Component::__autoclassinit2",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Orphan_all",403,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Compare","1,016",0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >","3,216",0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<Coordinate const ,Tile>::pair<Coordinate const ,Tile><std::tuple<Coordinate const &>,std::tuple<>,0>",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::operator[]",600,1.18,0.00,0.16,0.00,"Project_Valerian.exe",
"U8_charcpy",475,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Get_data","1,473",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::distance<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > >","1,224",0.07,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > &>","6,720",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::max_size",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
